class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,x,s,n,No,n,a,close,broad,brown,e,?,s,smooth,o,o,p,brown,o,pendant,o,several,leaves
p,f,s,n,No,s,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,paths
p,x,y,e,No,f,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,paths
p,f,s,n,No,f,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,woods
p,f,y,e,No,y,f,close,narrow,buff,t,?,k,silky,w,w,p,white,o,evanescent,w,several,paths
p,x,y,e,No,f,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,woods
p,x,s,n,No,s,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,woods
p,x,s,n,No,f,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,leaves
p,x,s,n,No,y,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,leaves
p,x,y,e,No,s,f,close,narrow,buff,t,?,s,smooth,p,w,p,white,o,evanescent,w,several,woods
p,f,s,n,No,y,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,leaves
p,f,s,n,No,y,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,leaves
p,k,y,e,No,y,f,close,narrow,buff,t,?,s,smooth,p,p,p,white,o,evanescent,w,several,leaves
p,x,s,n,No,y,f,close,narrow,buff,t,?,k,smooth,w,p,p,white,o,evanescent,w,several,woods
p,f,y,n,No,y,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,paths
e,k,s,w,No,n,f,crowded,broad,gray,e,?,s,silky,w,w,p,white,t,pendant,w,numerous,grasses
p,f,s,e,No,y,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,leaves
p,x,s,e,No,y,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,leaves
p,f,y,n,No,f,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,woods
p,f,y,n,No,s,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,paths
p,f,y,e,No,y,f,close,narrow,buff,t,?,k,silky,p,w,p,white,o,evanescent,w,several,woods
p,x,s,n,No,f,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,paths
p,f,y,n,No,s,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,leaves
p,x,s,n,No,s,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,leaves
p,k,y,n,No,y,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,leaves
p,f,s,e,No,s,f,close,narrow,buff,t,?,k,smooth,w,p,p,white,o,evanescent,w,several,woods
p,f,y,e,No,s,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,leaves
p,f,y,e,No,f,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,leaves
p,f,y,e,No,s,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,paths
p,f,y,n,No,f,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,paths
p,f,y,n,No,f,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,leaves
p,k,y,n,No,y,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,leaves
p,k,y,n,No,y,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,paths
p,f,s,e,No,y,f,close,narrow,buff,t,?,k,smooth,w,p,p,white,o,evanescent,w,several,paths
p,x,s,e,No,y,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,woods
p,k,s,n,No,f,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,leaves
p,x,s,e,No,f,f,close,narrow,buff,t,?,s,smooth,p,p,p,white,o,evanescent,w,several,paths
p,f,s,n,No,f,f,close,narrow,buff,t,?,k,silky,p,w,p,white,o,evanescent,w,several,woods
p,x,s,e,No,s,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,leaves
p,f,s,n,No,y,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,paths
p,x,s,n,No,f,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,leaves
p,f,y,e,No,y,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,woods
p,x,s,n,No,f,f,close,narrow,buff,t,?,k,smooth,w,p,p,white,o,evanescent,w,several,leaves
p,x,s,e,No,y,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,paths
p,x,s,e,No,s,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,woods
p,x,s,n,No,s,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,paths
p,x,y,e,No,s,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,woods
p,f,y,e,No,y,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,paths
p,f,s,e,No,s,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,woods
p,x,s,e,No,y,f,close,narrow,buff,t,?,k,silky,w,w,p,white,o,evanescent,w,several,woods
p,f,y,e,No,y,f,close,narrow,buff,t,?,k,silky,w,w,p,white,o,evanescent,w,several,leaves
p,f,s,e,No,y,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,paths
p,f,s,e,No,s,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,leaves
p,f,y,n,No,f,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,woods
p,f,s,n,No,s,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,paths
p,x,s,e,No,f,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,paths
p,f,y,n,No,s,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,leaves
p,f,s,n,No,s,f,close,narrow,buff,t,?,s,silky,p,p,p,white,o,evanescent,w,several,woods
p,f,y,n,No,f,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,leaves
p,f,s,e,No,s,f,close,narrow,buff,t,?,k,silky,p,w,p,white,o,evanescent,w,several,leaves
p,f,y,e,No,f,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,paths
p,f,y,n,No,y,f,close,narrow,buff,t,?,k,smooth,w,p,p,white,o,evanescent,w,several,woods
p,f,s,e,No,y,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,woods
p,f,s,e,No,f,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,woods
p,f,y,n,No,s,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,woods
p,f,s,e,No,f,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,woods
p,f,s,n,No,f,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,woods
p,k,y,e,No,s,f,close,narrow,buff,t,?,s,smooth,p,p,p,white,o,evanescent,w,several,woods
p,f,y,e,No,f,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,woods
p,f,s,e,No,f,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,woods
p,f,y,e,No,y,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,woods
p,f,y,n,No,s,f,close,narrow,buff,t,?,k,smooth,w,p,p,white,o,evanescent,w,several,leaves
p,f,y,e,No,f,f,close,narrow,buff,t,?,s,smooth,p,p,p,white,o,evanescent,w,several,paths
p,f,s,n,No,s,f,close,narrow,buff,t,?,s,silky,p,p,p,white,o,evanescent,w,several,paths
p,x,y,e,No,y,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,woods
e,x,f,w,No,n,f,crowded,broad,pink,e,?,k,smooth,w,w,p,white,t,pendant,w,numerous,grasses
p,x,s,e,No,s,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,woods
p,x,s,e,No,f,f,close,narrow,buff,t,?,s,smooth,p,w,p,white,o,evanescent,w,several,leaves
p,f,y,n,No,y,f,close,narrow,buff,t,?,k,silky,p,w,p,white,o,evanescent,w,several,leaves
p,x,s,e,No,y,f,close,narrow,buff,t,?,s,smooth,p,p,p,white,o,evanescent,w,several,woods
p,x,s,n,No,y,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,woods
p,x,s,n,No,f,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,paths
p,x,s,n,No,y,f,close,narrow,buff,t,?,k,silky,w,w,p,white,o,evanescent,w,several,leaves
e,x,f,g,No,n,f,crowded,broad,pink,e,?,s,silky,w,w,p,white,t,pendant,w,numerous,grasses
p,f,y,e,No,f,f,close,narrow,buff,t,?,k,smooth,w,p,p,white,o,evanescent,w,several,leaves
p,f,y,e,No,f,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,leaves
p,x,y,e,No,y,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,paths
p,x,s,n,No,y,f,close,narrow,buff,t,?,k,silky,p,w,p,white,o,evanescent,w,several,paths
p,k,s,e,No,y,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,paths
p,k,y,e,No,f,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,woods
p,f,y,e,No,s,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,woods
p,x,s,n,No,f,f,close,narrow,buff,t,?,k,silky,w,w,p,white,o,evanescent,w,several,leaves
p,f,s,n,No,s,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,leaves
p,x,s,e,No,s,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,paths
p,f,y,n,No,y,f,close,narrow,buff,t,?,k,silky,w,w,p,white,o,evanescent,w,several,woods
p,x,s,n,No,s,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,paths
e,k,f,w,No,n,f,crowded,broad,pink,e,?,s,silky,w,w,p,white,t,pendant,w,numerous,grasses
p,k,y,n,No,f,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,woods
p,f,s,e,No,f,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,woods
p,x,y,e,No,f,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,woods
p,x,s,n,No,s,f,close,narrow,buff,t,?,s,smooth,p,p,p,white,o,evanescent,w,several,leaves
p,x,s,n,No,y,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,woods
p,f,y,e,No,y,f,close,narrow,buff,t,?,k,smooth,w,p,p,white,o,evanescent,w,several,leaves
p,f,y,n,No,s,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,leaves
p,x,y,e,No,y,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,leaves
p,f,s,e,No,y,f,close,narrow,buff,t,?,s,silky,p,p,p,white,o,evanescent,w,several,paths
p,x,s,e,No,s,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,woods
p,x,s,n,No,s,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,paths
p,f,y,n,No,f,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,leaves
p,f,y,e,No,s,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,leaves
p,f,y,n,No,s,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,leaves
p,f,y,n,No,f,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,woods
p,f,s,n,No,y,f,close,narrow,buff,t,?,s,silky,p,p,p,white,o,evanescent,w,several,paths
p,f,y,e,No,f,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,paths
p,f,y,e,No,s,f,close,narrow,buff,t,?,k,smooth,w,p,p,white,o,evanescent,w,several,leaves
p,x,y,e,No,s,f,close,narrow,buff,t,?,k,smooth,w,p,p,white,o,evanescent,w,several,paths
p,k,s,e,No,f,f,close,narrow,buff,t,?,s,silky,p,p,p,white,o,evanescent,w,several,paths
p,f,y,e,No,s,f,close,narrow,buff,t,?,s,smooth,p,w,p,white,o,evanescent,w,several,paths
p,f,y,n,No,y,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,paths
p,f,s,n,No,s,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,woods
p,f,s,e,No,y,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,paths
p,k,s,e,No,f,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,paths
p,f,y,e,No,s,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,paths
p,f,s,n,No,s,f,close,narrow,buff,t,?,k,silky,p,w,p,white,o,evanescent,w,several,paths
e,x,s,n,No,n,a,close,broad,brown,e,?,s,smooth,o,o,p,orange,o,pendant,b,several,leaves
p,x,s,n,No,y,f,close,narrow,buff,t,?,s,smooth,p,w,p,white,o,evanescent,w,several,leaves
p,k,s,n,No,y,f,close,narrow,buff,t,?,s,smooth,p,w,p,white,o,evanescent,w,several,leaves
p,f,s,n,No,f,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,woods
p,f,s,n,No,y,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,woods
p,x,s,n,No,y,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,paths
p,f,s,n,No,y,f,close,narrow,buff,t,?,k,silky,w,w,p,white,o,evanescent,w,several,woods
p,f,y,e,No,f,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,paths
p,f,y,e,No,y,f,close,narrow,buff,t,?,s,silky,p,p,p,white,o,evanescent,w,several,woods
p,f,s,n,No,f,f,close,narrow,buff,t,?,s,smooth,p,w,p,white,o,evanescent,w,several,leaves
p,x,s,e,No,f,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,leaves
p,x,s,n,No,s,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,paths
p,x,s,e,No,y,f,close,narrow,buff,t,?,s,smooth,p,p,p,white,o,evanescent,w,several,paths
p,x,s,e,No,s,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,woods
p,f,y,e,No,f,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,leaves
p,x,s,e,No,y,f,close,narrow,buff,t,?,k,silky,p,w,p,white,o,evanescent,w,several,paths
p,k,s,e,No,y,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,leaves
p,x,y,e,No,f,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,paths
p,f,s,n,No,f,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,paths
p,f,s,n,No,y,f,close,narrow,buff,t,?,s,silky,p,p,p,white,o,evanescent,w,several,leaves
p,x,s,n,No,f,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,woods
p,k,y,e,No,y,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,paths
p,x,s,e,No,y,f,close,narrow,buff,t,?,k,silky,p,w,p,white,o,evanescent,w,several,leaves
p,f,y,n,No,s,f,close,narrow,buff,t,?,s,smooth,p,w,p,white,o,evanescent,w,several,woods
p,f,y,e,No,s,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,woods
p,f,y,n,No,s,f,close,narrow,buff,t,?,s,smooth,p,p,p,white,o,evanescent,w,several,paths
p,f,s,n,No,s,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,leaves
p,f,s,e,No,y,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,paths
p,k,y,n,No,y,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,paths
p,f,y,e,No,y,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,leaves
p,f,s,e,No,s,f,close,narrow,buff,t,?,s,smooth,p,w,p,white,o,evanescent,w,several,paths
p,f,s,n,No,f,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,woods
p,x,s,n,No,y,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,leaves
p,f,y,n,No,s,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,woods
p,f,y,e,No,s,f,close,narrow,buff,t,?,k,silky,w,w,p,white,o,evanescent,w,several,woods
p,x,y,e,No,s,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,woods
p,f,s,e,No,s,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,paths
p,x,s,n,No,s,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,leaves
p,f,s,n,No,y,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,paths
p,f,s,n,No,s,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,leaves
p,f,s,e,No,y,f,close,narrow,buff,t,?,s,smooth,p,p,p,white,o,evanescent,w,several,paths
e,x,s,g,No,n,f,crowded,broad,pink,e,?,s,silky,w,w,p,white,t,pendant,w,numerous,grasses
p,k,y,n,No,y,f,close,narrow,buff,t,?,k,silky,p,w,p,white,o,evanescent,w,several,paths
p,x,y,e,No,s,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,paths
p,x,s,n,No,s,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,paths
p,x,s,n,No,s,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,woods
p,f,y,e,No,s,f,close,narrow,buff,t,?,k,silky,p,w,p,white,o,evanescent,w,several,leaves
p,k,y,n,No,f,f,close,narrow,buff,t,?,s,smooth,p,p,p,white,o,evanescent,w,several,leaves
p,x,s,e,No,f,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,woods
p,x,s,n,No,s,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,woods
p,k,y,n,No,y,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,woods
p,x,y,e,No,f,f,close,narrow,buff,t,?,k,silky,p,w,p,white,o,evanescent,w,several,leaves
p,k,s,n,No,f,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,paths
p,x,s,n,No,f,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,paths
p,x,y,e,No,f,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,woods
p,f,s,e,No,y,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,woods
p,f,s,n,No,s,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,leaves
p,f,s,n,No,f,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,paths
p,f,s,e,No,y,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,paths
p,x,y,e,No,s,f,close,narrow,buff,t,?,k,smooth,w,p,p,white,o,evanescent,w,several,leaves
p,x,s,e,No,f,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,leaves
p,f,s,n,No,s,f,close,narrow,buff,t,?,s,smooth,p,w,p,white,o,evanescent,w,several,paths
p,f,y,e,No,s,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,woods
p,x,s,n,No,f,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,woods
p,x,s,e,No,s,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,woods
p,x,s,e,No,y,f,close,narrow,buff,t,?,k,silky,w,w,p,white,o,evanescent,w,several,leaves
p,f,s,e,No,f,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,paths
p,x,y,e,No,s,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,paths
p,x,s,n,No,y,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,woods
p,x,s,e,No,s,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,leaves
p,x,s,e,No,y,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,leaves
p,x,s,n,No,y,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,woods
p,x,s,n,No,s,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,leaves
p,f,s,e,No,y,f,close,narrow,buff,t,?,s,smooth,p,p,p,white,o,evanescent,w,several,woods
p,f,y,e,No,f,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,woods
p,x,s,n,No,s,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,woods
p,x,s,e,No,f,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,leaves
p,f,s,n,No,s,f,close,narrow,buff,t,?,k,smooth,w,p,p,white,o,evanescent,w,several,leaves
p,x,s,n,No,f,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,woods
p,f,s,e,No,y,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,woods
p,k,y,n,No,y,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,paths
p,x,s,n,No,y,f,close,narrow,buff,t,?,s,silky,p,p,p,white,o,evanescent,w,several,leaves
p,f,y,n,No,y,f,close,narrow,buff,t,?,k,smooth,w,p,p,white,o,evanescent,w,several,paths
p,k,y,n,No,y,f,close,narrow,buff,t,?,k,smooth,w,p,p,white,o,evanescent,w,several,paths
p,f,s,e,No,s,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,woods
p,f,s,n,No,f,f,close,narrow,buff,t,?,k,silky,p,w,p,white,o,evanescent,w,several,paths
p,x,s,e,No,y,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,woods
p,x,s,n,No,f,f,close,narrow,buff,t,?,s,smooth,p,p,p,white,o,evanescent,w,several,leaves
p,f,y,n,No,y,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,paths
p,f,y,n,No,s,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,paths
p,x,s,e,No,y,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,leaves
p,f,y,n,No,y,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,leaves
p,x,y,e,No,s,f,close,narrow,buff,t,?,s,smooth,p,w,p,white,o,evanescent,w,several,paths
p,f,y,n,No,y,f,close,narrow,buff,t,?,k,silky,w,w,p,white,o,evanescent,w,several,leaves
p,f,y,e,No,s,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,paths
p,x,y,e,No,f,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,leaves
p,f,s,e,No,y,f,close,narrow,buff,t,?,s,smooth,p,p,p,white,o,evanescent,w,several,leaves
p,k,s,n,No,s,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,woods
p,x,y,e,No,f,f,close,narrow,buff,t,?,s,smooth,p,w,p,white,o,evanescent,w,several,paths
p,x,s,n,No,f,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,leaves
p,f,s,e,No,s,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,paths
p,f,s,e,No,y,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,paths
e,b,f,g,No,n,f,crowded,broad,pink,e,?,s,silky,w,w,p,white,t,pendant,w,scattered,grasses
p,x,s,n,No,y,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,paths
p,k,s,n,No,s,f,close,narrow,buff,t,?,k,smooth,w,p,p,white,o,evanescent,w,several,paths
e,b,s,n,No,n,a,close,broad,orange,e,?,s,smooth,o,o,p,brown,o,pendant,y,several,leaves
p,f,s,n,No,y,f,close,narrow,buff,t,?,s,smooth,p,p,p,white,o,evanescent,w,several,woods
p,f,y,n,No,s,f,close,narrow,buff,t,?,k,silky,p,w,p,white,o,evanescent,w,several,woods
p,x,y,e,No,s,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,woods
p,x,s,e,No,s,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,woods
p,k,y,c,No,m,a,close,broad,white,e,c,k,scaly,c,c,p,white,n,none,w,clustered,woods
p,x,s,e,No,s,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,leaves
p,f,s,n,No,s,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,paths
p,x,s,n,No,y,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,leaves
p,x,y,e,No,s,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,woods
p,x,s,e,No,f,f,close,narrow,buff,t,?,k,silky,p,w,p,white,o,evanescent,w,several,woods
p,f,s,e,No,f,f,close,narrow,buff,t,?,s,smooth,p,w,p,white,o,evanescent,w,several,leaves
p,f,s,n,No,f,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,woods
p,f,s,n,No,s,f,close,narrow,buff,t,?,k,silky,w,w,p,white,o,evanescent,w,several,woods
p,f,y,e,No,y,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,paths
p,x,s,e,No,y,f,close,narrow,buff,t,?,s,silky,p,p,p,white,o,evanescent,w,several,leaves
p,f,y,e,No,s,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,woods
p,f,y,n,No,y,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,leaves
p,x,y,e,No,f,f,close,narrow,buff,t,?,k,silky,w,w,p,white,o,evanescent,w,several,leaves
p,f,y,e,No,s,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,paths
p,f,s,e,No,f,f,close,narrow,buff,t,?,k,silky,w,w,p,white,o,evanescent,w,several,leaves
p,f,s,e,No,f,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,paths
p,x,s,e,No,y,f,close,narrow,buff,t,?,k,silky,w,w,p,white,o,evanescent,w,several,paths
